week_start,settlement_date,settlement_price,n_train_obs,observed_days,n_observed,ar1_phi,ar1_sigma,ar1_c,ar1_r_squared,model_mean,model_std,model_median,last_train_price,P_gt_2p90,realized_gt_2p90,P_gt_3p00,realized_gt_3p00,P_gt_3p10,realized_gt_3p10,P_gt_3p20,realized_gt_3p20,P_gt_3p30,realized_gt_3p30,P_gt_3p35,realized_gt_3p35,P_gt_3p40,realized_gt_3p40,P_gt_3p45,realized_gt_3p45,P_gt_3p50,realized_gt_3p50,P_gt_3p60,realized_gt_3p60,P_gt_3p70,realized_gt_3p70,P_gt_3p80,realized_gt_3p80,P_gt_3p90,realized_gt_3p90,P_gt_4p00,realized_gt_4p00,P_gt_4p10,realized_gt_4p10,P_gt_4p20,realized_gt_4p20,P_gt_4p30,realized_gt_4p30,P_gt_4p40,realized_gt_4p40,P_gt_4p50,realized_gt_4p50
2025-12-22,2025-12-29,2.825,19,5,5,-0.09422290692062017,0.004210338472920067,100.65910608964198,0.8322649148035502,3.1386315869154524,0.026045016550360785,3.1387245507664856,2.858,1.0,0.0,1.0,0.0,0.93056,0.0,0.00944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,2026-01-05,2.812,26,5,5,-0.1349709400846686,0.0039598342084636385,222.2489889940277,0.7458835689248947,2.8337904567515757,0.023934876468214974,2.833773135489518,2.828,0.00256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,2026-01-12,2.796,33,5,5,-0.03981881085293476,0.004095387970035371,-15.486385083068704,0.7159940843160761,2.834678050209328,0.026221136866842704,2.834548112900199,2.814,0.00664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,2026-01-19,2.825,40,5,5,-0.09631809688279848,0.003828437690425792,-14.349662791989594,0.721996451725269,2.8351878548859504,0.023558275772853104,2.8351359374795413,2.795,0.00308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,2026-01-26,2.881,47,5,3,0.26500086247550064,0.004942512185356356,-2.2058239304664706,0.7212359853481829,2.8005868830009124,0.05339871280477549,2.800704999278463,2.824,0.03108,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-26,2026-02-02,2.875,53,5,5,0.2553845095289902,0.006469115981756139,-7.697893775856618,0.6089029880773659,2.8635974004060354,0.050994091989015285,2.8637854510406866,2.864,0.2374,0.0,0.00356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-02,2026-02-09,2.902,60,5,5,0.3186250945667355,0.006855902281488081,-0.4784670279199584,0.5392740389182834,2.8694798413424056,0.05689761890552194,2.869478361700029,2.87,0.29584,1.0,0.00996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,2026-02-16,2.929,67,5,5,0.32252925258720966,0.006483484601642669,0.8184106839349571,0.5562641034791507,2.9864906595946334,0.05402271089795919,2.9867476887018083,2.897,0.94456,1.0,0.40336,0.0,0.01684,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,2026-02-23,2.938,74,5,5,0.3519425423362551,0.00634952998126668,-0.006944055708750179,0.5914471292276747,2.918478534518779,0.05404299619686082,2.9186143322438385,2.927,0.63364,1.0,0.06516,0.0,0.00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,2026-03-02,2.997,81,5,5,0.33284103538935217,0.006579313732116258,0.09563663818876725,0.5311154194037652,2.9919943022737523,0.05488054131324642,2.992181766222783,2.934,0.95216,1.0,0.4444,0.0,0.02344,0.0,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,2026-03-09,3.478,88,5,5,0.32560713977069333,0.006513357153935951,0.09934871528812858,0.5555685458892143,3.3882519370615483,0.05444160095703176,3.3881222884947,2.984,1.0,1.0,1.0,1.0,1.0,1.0,0.99964,1.0,0.94856,1.0,0.75932,1.0,0.41032,1.0,0.1288,1.0,0.02068,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-09,2026-03-16,3.718,95,5,5,0.2486575968753792,0.012319434012410037,0.23709900741448708,0.7150214012445819,4.001908987795413,0.09671128414668084,4.001618117629787,3.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99908,1.0,0.98216,0.0,0.856,0.0,0.5068,0.0,0.15316,0.0,0.02196,0.0,0.001,0.0,4e-05,0.0,0.0,0.0
